PassengerId,Pclass,Age,SibSp,Parch,Fare
-1.0,1.0,-0.5303766406838785,0.4327933656785018,0.0,-0.5024451714361923
-0.9977528089887641,0.0,0.571830994003175,0.4327933656785018,0.0,0.7868452935884461
-0.9955056179775281,1.0,-0.25482473201211503,-0.47454519624983954,0.0,-0.4888542575852486
-0.9932584269662922,0.0,0.36516706249935255,0.4327933656785018,0.0,0.4207302360686478
-0.9910112359550561,1.0,0.36516706249935255,-0.47454519624983954,0.0,-0.4863374216869257
-0.9887640449438202,1.0,,-0.47454519624983954,0.0,-0.47811642890864375
-0.9865168539325843,0.0,1.6740386286902287,-0.47454519624983954,0.0,0.395813560675251
-0.9842696629213483,1.0,-1.9081361840426954,2.2474704895351842,1.0,-0.22408312108167944
-0.9820224719101124,1.0,-0.1859367548441742,-0.47454519624983954,2.0,-0.4242561406845337
-0.9797752808988764,0.5,-1.0814804580274051,0.4327933656785018,0.0,-0.04295550208861426
-0.9775280898876404,1.0,-1.7703602297068137,0.4327933656785018,1.0,-0.312172377522981
-0.9752808988764045,0.0,1.949590537361992,-0.47454519624983954,0.0,-0.11384570873513637
-0.9730337078651685,1.0,-0.6681525950197601,-0.47454519624983954,0.0,-0.4863374216869257
-0.9707865168539326,1.0,0.6407189711711159,0.4327933656785018,5.0,-0.01870931177853076
-0.9685393258426966,1.0,-1.0814804580274051,-0.47454519624983954,0.0,-0.4902797934380587
-0.9662921348314607,0.5,1.7429266058581694,-0.47454519624983954,0.0,-0.3262666585535892
-0.9640449438202248,1.0,-1.9081361840426954,3.1548090514635256,1.0,-0.06199888922968463
-0.9617977528089887,0.5,,-0.47454519624983954,0.0,-0.3866707201133388
-0.9595505617977528,1.0,0.08961515382758917,0.4327933656785018,0.0,-0.2859972841804228
-0.9573033707865168,1.0,,-0.47454519624983954,0.0,-0.5029485386158568
-0.9550561797752809,0.5,0.36516706249935255,-0.47454519624983954,0.0,-0.12491978668775715
-0.952808988764045,0.5,0.2962790853314117,-0.47454519624983954,0.0,-0.3866707201133388
-0.950561797752809,1.0,-1.0125924808594644,-0.47454519624983954,0.0,-0.4867562231804066
-0.9483146067415731,0.0,-0.11704877767623337,-0.47454519624983954,0.0,0.06635974158478332
-0.946067415730337,1.0,-1.4948083210350502,2.2474704895351842,1.0,-0.22408312108167944
-0.9438202247191011,1.0,0.571830994003175,0.4327933656785018,5.0,-0.016444159470040135
-0.9415730337078652,1.0,,-0.47454519624983954,0.0,-0.5029485386158568
-0.9393258426966292,0.0,-0.7370405721877009,2.2474704895351842,2.0,4.647001076532463
-0.9370786516853933,1.0,,-0.47454519624983954,0.0,-0.48977642625839407
-0.9348314606741573,1.0,,-0.47454519624983954,0.0,-0.4894421904510968
-0.9325842696629213,0.0,0.7096069483390568,-0.47454519624983954,0.0,-0.09027201697708476
-0.9303370786516854,0.0,,0.4327933656785018,0.0,2.301728820789
-0.9280898876404494,1.0,,-0.47454519624983954,0.0,-0.49237782784290063
-0.9258426966292135,0.5,2.500694354705519,-0.47454519624983954,0.0,-0.43700743807979686
-0.9235955056179775,0.0,-0.11704877767623337,0.4327933656785018,0.0,1.0060617003323709
-0.9213483146067416,0.0,0.8473829026749384,0.4327933656785018,0.0,0.39858208016340624
-0.9191011235955057,1.0,,-0.47454519624983954,0.0,-0.5028639729296732
-0.9168539325842696,1.0,-0.5992646178518193,-0.47454519624983954,0.0,-0.4863374216869257
-0.9146067415730337,1.0,-0.8059285493556418,1.340131927606843,0.0,-0.2859972841804228
-0.9123595505617977,1.0,-1.0814804580274051,0.4327933656785018,0.0,-0.42207354059350805
-0.9101123595505618,1.0,0.7096069483390568,0.4327933656785018,0.0,-0.4576454924460446
-0.9078651685393259,0.5,-0.1859367548441742,0.4327933656785018,0.0,-0.22559322262067316
-0.9056179775280899,1.0,,-0.47454519624983954,0.0,-0.4894421904510968
-0.903370786516854,0.5,-1.8392482068747544,0.4327933656785018,2.0,0.18876253192945994
-0.9011235955056179,1.0,-0.7370405721877009,-0.47454519624983954,0.0,-0.48977642625839407
-0.898876404494382,1.0,,-0.47454519624983954,0.0,-0.4863374216869257
-0.8966292134831461,1.0,,0.4327933656785018,0.0,-0.3363340021468808
-0.8943820224719101,1.0,,-0.47454519624983954,0.0,-0.49237782784290063
-0.8921348314606742,1.0,,1.340131927606843,0.0,-0.21191774308354583
-0.8898876404494382,1.0,-0.8059285493556418,0.4327933656785018,0.0,-0.29002422161773944
-0.8876404494382022,1.0,-1.5636962982029912,3.1548090514635256,1.0,0.1506737441786005
-0.8853932584269663,1.0,-0.5992646178518193,-0.47454519624983954,0.0,-0.4913710934835715
-0.8831460674157303,0.0,1.3295987428505243,0.4327933656785018,0.0,0.8964967865378598
-0.8808988764044944,0.5,-0.04816080050829252,0.4327933656785018,0.0,-0.12491978668775715
-0.8786516853932584,0.0,2.431806377537578,-0.47454519624983954,1.0,0.5995101505357573
-0.8764044943820225,0.0,,-0.47454519624983954,0.0,0.06635974158478332
-0.8741573033707866,0.5,-0.5992646178518193,-0.47454519624983954,0.0,-0.43700743807979686
-0.8719101123595505,1.0,-0.08260478909226295,-0.47454519624983954,0.0,-0.5028639729296732
-0.8696629213483146,0.5,-1.7014722525388728,0.4327933656785018,2.0,-0.08968408411123653
-0.8674157303370786,1.0,-1.2881443895312277,4.0621476133918675,2.0,0.2958951755118318
-0.8651685393258427,1.0,-0.5303766406838785,-0.47454519624983954,0.0,-0.5028639729296732
-0.8629213483146068,0.0,0.571830994003175,-0.47454519624983954,0.0,0.962353321387736
-0.8606741573033708,0.0,1.054046834178761,0.4327933656785018,0.0,1.0323213593611125
-0.8584269662921349,1.0,-1.7703602297068137,2.2474704895351842,2.0,-0.08666388103324908
-0.8561797752808988,0.0,,-0.47454519624983954,0.0,-0.09027201697708476
-0.8539325842696629,1.0,,0.4327933656785018,1.0,-0.3414522396297103
-0.851685393258427,0.5,-0.04816080050829252,-0.47454519624983954,0.0,-0.43700743807979686
-0.849438202247191,1.0,-0.7370405721877009,-0.47454519624983954,0.0,-0.4841568350646187
-0.8471910112359551,1.0,-0.8748165265235827,3.1548090514635256,2.0,-0.4888542575852486
-0.8449438202247191,1.0,-0.25482473201211503,1.340131927606843,0.0,-0.47400492578514347
-0.8426966292134831,0.5,0.15850313099553,-0.47454519624983954,0.0,-0.43700743807979686
-0.8404494382022472,1.0,-0.9437045036915235,4.0621476133918675,2.0,0.2958951755118318
-0.8382022471910112,0.5,-0.5992646178518193,-0.47454519624983954,0.0,0.8314778546749452
-0.8359550561797753,1.0,-0.25482473201211503,0.4327933656785018,0.0,-0.3573908580066095
-0.8337078651685393,1.0,0.15850313099553,-0.47454519624983954,0.0,0.48910360681684706
-0.8314606741573034,1.0,-0.3237127091800559,-0.47454519624983954,0.0,-0.494391296561559
-0.8292134831460675,1.0,,-0.47454519624983954,0.0,-0.4894421904510968
-0.8269662921348314,1.0,,-0.47454519624983954,0.0,-0.4863374216869257
-0.8247191011235955,0.5,-1.9887351173291863,-0.47454519624983954,2.0,-0.06451572512800753
-0.8224719101123595,1.0,0.020727176659648322,-0.47454519624983954,0.0,-0.397241430886295
-0.8202247191011236,1.0,-0.5303766406838785,-0.47454519624983954,0.0,-0.46720946885967163
-0.8179775280898877,1.0,-0.04816080050829252,-0.47454519624983954,0.0,-0.45714212526638004
-0.8157303370786517,1.0,,-0.47454519624983954,0.0,-0.49162277707340374
-0.8134831460674158,0.0,-0.11704877767623337,-0.47454519624983954,0.0,0.29992211294914856
-0.8112359550561797,0.5,-0.8748165265235827,-0.47454519624983954,0.0,-0.43700743807979686
-0.8089887640449438,1.0,0.22739110816347086,2.2474704895351842,0.0,-0.32928686163157667
-0.8067415730337079,1.0,-0.9437045036915235,0.4327933656785018,3.0,0.04370821849987721
-0.8044943820224719,1.0,,-0.47454519624983954,0.0,-0.4863374216869257
-0.802247191011236,0.0,-0.4614886635159376,2.2474704895351842,2.0,4.647001076532463
-0.8,1.0,-0.3926006863479967,-0.47454519624983954,0.0,-0.4863374216869257
-0.797752808988764,1.0,-0.04816080050829252,-0.47454519624983954,0.0,-0.4863374216869257
-0.7955056179775281,1.0,-0.6681525950197601,-0.47454519624983954,0.0,-0.4902797934380587
-0.7932584269662921,0.0,1.122934811346702,0.4327933656785018,0.0,0.5833178351003071
-0.7910112359550562,1.0,-0.25482473201211503,0.4327933656785018,2.0,-0.23415046467497105
-0.7887640449438202,1.0,2.018478514529933,-0.47454519624983954,0.0,-0.5024451714361923
-0.7865168539325843,1.0,,-0.47454519624983954,0.0,-0.4863374216869257
-0.7842696629213484,0.0,2.845134240545223,-0.47454519624983954,0.0,0.0493298231623713
-0.7820224719101123,0.0,-0.4614886635159376,-0.47454519624983954,1.0,0.6272778976347743
-0.7797752808988764,0.5,0.2962790853314117,-0.47454519624983954,1.0,-0.18532384824750675
-0.7775280898876404,0.5,0.2962790853314117,0.4327933656785018,0.0,-0.12491978668775715
-0.7752808988764045,1.0,-0.11704877767623337,-0.47454519624983954,0.0,-0.4894421904510968
-0.7730337078651686,1.0,,-0.47454519624983954,0.0,-0.4894421904510968
-0.7707865168539326,0.0,-0.5992646178518193,-0.47454519624983954,1.0,0.907737982394129
-0.7685393258426966,1.0,0.22739110816347086,-0.47454519624983954,0.0,-0.4741720436887921
-0.7662921348314606,1.0,0.5029430168352342,1.340131927606843,0.0,-0.4888542575852486
-0.7640449438202247,1.0,-0.11704877767623337,-0.47454519624983954,0.0,-0.4894421904510968
-0.7617977528089888,1.0,-0.5992646178518193,-0.47454519624983954,0.0,-0.494391296561559
-0.7595505617977528,1.0,,-0.47454519624983954,0.0,-0.4918744606632361
-0.7573033707865169,1.0,0.571830994003175,-0.47454519624983954,0.0,-0.4894421904510968
-0.755056179775281,1.0,,0.4327933656785018,0.0,-0.1621689579829361
