ID,LowVar_Col,MedVar_Col,HighVar_Col,Corr_Col1,Corr_Col2,Corr_Col3,Imp_Feat1,Imp_Feat2_Weak,Imp_Feat3_VeryWeak,Cat_Feat,Target_Reg,Target_Class
0,1,,44.26822470369424,0.0,0.008619010838934904,1.045502215763069,0.48733150315929896,0.08740255401024886,0.0033377671111707984,A,92.91114105523988,0.0
1,1,,84.23268486526644,0.010101010101010102,0.031014805501549954,1.0682113023111575,0.38366345178813344,0.01623977452044212,0.00882518470858822,C,178.08546264092274,1.0
2,1,,5.850933551487958,0.020202020202020204,0.02568597009378339,1.0363459423130936,0.03456692235605208,0.02962345127331245,0.0036286522399568443,B,14.707019671745512,0.0
3,1,,48.53021235461152,0.030303030303030304,0.07704854601891144,0.9889212174559823,0.6537822055358724,0.09612770346383731,0.006716212218890048,A,91.95656161849487,0.0
4,1,,77.57901579789139,0.04040404040404041,0.052600270202365254,1.0220431863253783,0.05160305974231516,0.06286748134666123,0.00730859190847787,C,153.47235384929613,1.0
5,1,,0.3180399214355867,0.05050505050505051,0.07772023305775436,0.9614003461474825,0.5645894477183293,0.01342064484981692,0.0015003326259185245,B,-6.342247248072806,0.0
6,1,0.23749149448259144,22.158147967279053,0.06060606060606061,0.07777640442668368,1.0002242356806723,0.12079379435889526,0.08138932487672285,0.007386938996395685,A,44.00268484035186,0.0
7,1,0.5997160017656089,63.67317243011382,0.07070707070707072,0.0930839656488594,0.998916697705925,0.3724604158870677,0.08984091587860281,0.0024220375934693983,A,128.1394872545222,1.0
8,1,0.6906151066648092,82.35678370994056,0.08080808080808081,0.13045554975396265,0.9930737202945663,0.5734230481985358,0.05357706339473461,0.001977363413445632,B,166.5034312603311,1.0
9,1,0.5931409499694641,97.4716512059285,0.09090909090909091,0.1369342725802342,0.9984086473577041,0.6672102054670871,0.010613984326483063,0.009325820319659475,A,196.6843294065596,1.0
10,1,0.326288928742665,71.20674201827295,0.10101010101010102,0.1253097150411435,0.9029840333686535,0.003371316037646288,0.012703291422601404,0.008756153292534225,C,,1.0
11,1,0.7299370417454409,1.445605467291844,0.11111111111111112,0.1588454602263228,0.9271099697243157,0.6549875092894468,0.08616890998412127,0.007767400903400232,A,,0.0
12,1,0.7324521904214194,52.29856476969758,0.12121212121212122,0.14692527945790096,0.9635724676412176,0.3807794227832372,0.0008139792212022879,0.006290511927099214,C,,1.0
13,1,0.9151040328821824,60.25152180233212,0.13131313131313133,0.16211321724846176,0.8984839059864371,0.9423954640231769,0.06479201561941554,0.0020044734801342003,B,,1.0
14,1,0.030193896194247172,89.19247703552385,0.14141414141414144,0.1825245023254164,0.8785969890843492,0.47957392918533803,0.08456478870278324,0.006083380013622205,A,,1.0
15,1,0.997020828031985,41.26041622671514,0.15151515151515152,0.18928698639947786,0.9335488563348249,0.752222064081749,0.03809674090765054,0.0063324569702078535,C,,0.0
16,1,0.4964062532663035,61.71292290919674,0.16161616161616163,0.20831802099564245,0.8963215053722537,0.5285223888138233,0.024303833205128057,0.0017898407251846805,A,117.92831467423323,1.0
17,1,0.3498514406236477,78.8984724970373,0.17171717171717174,0.20554118015668618,0.9102557693844189,0.5619081597818187,0.05160410246408004,0.003125278369259432,B,150.06019071002672,1.0
18,1,0.27661557696748873,29.030305606417663,0.18181818181818182,0.1925185849275024,0.8261568680534226,0.04473621791847149,0.03971662646915206,0.002464468858254084,B,57.52151617043645,0.0
19,1,0.601238761536374,24.31161951662807,0.19191919191919193,0.23255417134520373,0.8150214295827181,0.9118364602100645,0.029997258805486194,0.006200702232103877,B,52.382380922104936,0.0
20,1,0.830788340528579,16.77862309657098,0.20202020202020204,0.23139998050469557,0.8879540503978592,0.2359514523312447,0.09850278629441372,0.0062519399699563485,A,33.27669984249,
21,1,0.18899662898251934,55.392117406924136,0.21212121212121213,0.2582949283591092,0.8156896166435073,0.5384075206622563,0.06301140573803236,0.005530760265470823,A,103.75494016665671,
22,1,0.025686367690281986,35.481340467235654,0.22222222222222224,0.2341223507491388,0.8442314485846029,0.25510658184169055,0.016976640223041406,0.00017976281244292848,A,76.04324240303104,
23,1,0.2495569876899274,90.35231258440646,0.23232323232323235,0.2711775773086354,0.8199939032645638,0.02629480886488067,0.05215513127360987,0.0037791541318226676,A,172.01230337768,
24,1,0.7750872318146748,58.082357667905136,0.24242424242424243,0.2729616594081703,0.7887567516785114,0.8628116858252708,0.021454693664729598,0.007951668840762186,C,111.9763241799967,
25,1,0.9413296984511623,5.108626610481803,0.25252525252525254,0.29719004123153203,0.7958293809003611,0.8166193704550543,0.04647780604177292,0.0019166739684686597,B,7.616384664295696,
26,1,0.36794070383730426,58.906368598420656,0.26262626262626265,0.3121045550487654,0.7867676032015973,0.9286531958440147,0.009969466534836791,0.008592296117528736,C,123.38185538336087,1.0
27,1,0.41769504649348965,29.31956237427701,0.27272727272727276,0.3037895576761027,0.7815578038517257,0.5130059684682997,0.07699992188281736,0.00888344365132689,B,57.14849949165486,0.0
28,1,0.9241664972876255,72.4359023120463,0.2828282828282829,0.32342033328495295,0.742596730089382,0.7989947883853995,0.0462284301424087,0.00980323319144576,A,140.98396894561213,1.0
29,1,0.7792497063142432,52.039830219084536,0.29292929292929293,0.30764766154550044,0.7900432793855775,0.687667180034728,0.09956060490684955,0.008115595034308387,B,107.02425084151685,1.0
30,1,0.8498449293148973,21.487034254416848,0.30303030303030304,0.31008384882658535,0.7119423103803926,0.9851692135412263,0.030866906047463727,0.0033834463892962576,A,42.022403749840535,0.0
31,1,0.19118558815782205,70.4257579506678,0.31313131313131315,0.32037015765397536,0.7821348421289589,0.4734461794080479,0.05657325730251897,0.00539752450493315,A,141.92472992207718,1.0
32,1,0.008409284112412596,51.35623153173575,0.32323232323232326,0.3320748338991798,0.7109632628461001,0.8380313689207568,0.008950550324334361,0.0031505992797015857,A,99.28417284453944,1.0
33,1,0.9170051561509223,73.88729069464432,0.33333333333333337,0.38306266785601906,0.6713860592158669,0.6961822205658225,0.0879803670186245,0.0048296332139418545,B,148.6820839330025,1.0
34,1,0.9894273107259648,93.91326969085378,0.3434343434343435,0.3559545116415028,0.7408035050252045,0.5559792568776724,0.02231489005479309,0.002181330568990946,A,189.08279540198058,1.0
35,1,0.8288394530893856,54.09505174025602,0.3535353535353536,0.38113233756158804,0.7210629586959263,0.8483248852870641,0.006855624029686958,0.0038513228389537757,B,112.58614902256046,1.0
36,1,0.6336697853937806,42.46997109785261,0.36363636363636365,0.37180363197562843,0.6883113971765166,0.09079210190289722,0.07346199762227333,0.000644793615403173,A,88.44303224432745,0.0
37,1,0.5419237619291255,66.22759035954493,0.37373737373737376,0.41055159752698056,0.6756776184184368,0.17779062575062665,0.0024131203999876896,0.005125372114824726,A,129.46283961797627,1.0
38,1,0.6050513288879338,33.180986915796986,0.38383838383838387,0.3978118147460432,0.6233089681362092,0.8251593735405979,0.015004129966350999,0.005436394495482603,B,67.21427570689343,0.0
39,1,0.27404270882390647,36.12810406304323,0.393939393939394,0.3955994199087155,0.6679893316313474,0.6690965205202093,0.024923037175671348,0.004664392982650227,C,73.68305964244747,0.0
40,1,0.621827310808419,44.99424207300397,0.4040404040404041,0.44285480001806576,0.6526826309541529,0.7554779133060602,0.0647775510131695,0.004281166233668098,C,98.53799013343927,1.0
41,1,0.5673041415169467,0.35998015172608033,0.4141414141414142,0.42829387472944985,0.6141767853817637,0.15842584771848878,0.0944687995398413,0.007776401186825217,A,-2.836799301068632,0.0
42,1,0.344327710966043,36.88934457975343,0.42424242424242425,0.47045118663551094,0.6327714258410206,0.9097019569014484,0.059519585913301025,0.008654300729673516,B,77.27533588536092,0.0
43,1,0.6563939426485736,44.742536030339586,0.43434343434343436,0.4618070978106682,0.5802768518653386,0.2900825773257919,0.056360487217269266,0.005315456236462311,C,91.04022343378338,0.0
44,1,0.7454017065086616,64.97099827144575,0.4444444444444445,0.4771358360012873,0.6512054567825887,0.03155692044293379,0.062469763889298785,0.0062688710708628,C,128.18729433832996,1.0
45,1,0.6063195572745871,45.105421971748314,0.4545454545454546,0.47424421699137553,0.5771663937860394,0.5299025025229712,0.09484628977604342,0.0038379454284986924,A,91.28608982890529,0.0
46,1,0.10461027380283883,34.90635552563369,0.4646464646464647,0.4914316030107009,0.5748732182630312,0.36124430413618047,0.05914732387657056,0.002351509900904305,A,74.4040548715757,0.0
47,1,0.5398709736228904,42.66992556388166,0.4747474747474748,0.51638886089011,0.5533878700905458,0.9975147648688244,0.013357979116188868,0.0037783135916152188,B,80.99483591673557,0.0
48,1,0.9447130055180634,44.33853586921923,0.48484848484848486,0.48984097797002685,0.5925199538940775,0.5289291035988518,0.0755475359036335,0.004719205302870185,B,90.26507097572633,0.0
49,1,0.7125425778322179,84.35420889508633,0.494949494949495,0.504347527049656,0.6044766875958001,0.7483508512437993,0.005506973859286968,0.006445657528651323,B,181.13456452332892,1.0
50,1,0.6662437170612677,47.98666240956019,0.5050505050505051,0.5414627052709479,0.571877395128684,0.343198390744348,0.03272654646023663,0.00551532394762032,A,94.68174672992107,1.0
51,1,0.330526370319873,43.106838921711756,0.5151515151515152,0.5246686213189612,0.48833129625825294,0.22922158646347668,0.05437725699277179,0.007007132456853712,A,93.96205993950385,0.0
